School Year,District Code,School Code,District Name,School Name,Overall Accountability Score,Overall Accountability Rating,Lowest Grade in the School,Highest Grade in the School,School Type,School Enrollment,District Enrollment,Percent American Indian or Alaskan Native,Percent Asian,Percent Black or African American,Percent Hispanic/Latino,Percent Native Hawaiian or Other Pacific Islander,Percent White,Percent Two or More Races,Percent Students with Disabilities,Percent Economically Disadvantaged,Percent English Learners,Percent School Choice Program,Percent Open Enrollment,School Achievement Score,School ELA Achievement Score,School Mathematics Achievement Score,School Growth Score,School ELA Growth Score,School Mathematics Growth Score,School Target Group Outcomes Score,School Target Group Achievement Score,School Target Group Growth Score,School Target Group Chronic Absenteeism Score,School Target Group Graduation Score,School Target Group Attendance Score,School On-Track to Graduation Score,School Chronic Absenteeism Rate Score,School Graduation Rate Score,School Attendance Rate Score,School 3rd Grade ELA Achievement Score,School 8th Grade Mathematics Achievement Score,State ELA Achievement Score,State Mathematics Achievement Score,State ELA Growth Score,State Mathematics Growth Score,State Chronic Absenteeism Rate Score,State Graduation Rate Score,State Attendance Rate Score,State 3rd Grade ELA Achievement Score,State 8th Grade Mathematics Achievement Score,Test Participation ELA 2022 All Students,Test Participation Mathematics 2022 All Students,Subgroup with lowest ELA test participation rate 2022,Test Participation ELA 2022 lowest rate subgroup,Subgroup with lowest math test participation rate 2022,Test Participation Mathematics 2022 lowest rate subgroup,Score weighting Achievement Priority Area,Score weighting Growth Priority Area,Score weighting Target Group Outcomes Priority Area,Score weighting Ontrack Priority Area,School Percent Proficient ELA 2019,State Percent Proficient ELA 2019,School Percent Proficient Mathematics 2019,State Percent Proficient Mathematics 2019,School Percent Proficient ELA 2021,State Percent Proficient ELA 2021,School Percent Proficient Mathematics 2021,State Percent Proficient Mathematics 2021,School Percent Proficient ELA 2022,State Percent Proficient ELA 2022,School Percent Proficient Mathematics 2022,State Percent Proficient Mathematics 2022,Single-school district note,Open enrollment note,No Score Note,Grade Band for Comparison Schools,CESA,Locale description,City,Agency type,Charter school indicator,Chartering authority,Virtual school indicator,Report Card Type
2021-22,2289,440,Green Bay Area Public,Nicolet Elementary,69.3,Meets Expectations,K4,5,Elementary School,312,19166,0.029,0.045,0.205,0.548,0,0.093,0.08,0.208,0.91,0.494,NA,0,32,27.3,36.7,76.5,71.7,81.2,65.6,9.5,82.2,70.5,NA,82,67.6,72.9,NA,83,26,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.994,1,Hispanic,0.99,NA,NA,0.05,0.45,0.25,0.25,0.108,0.404,0.205,0.468,0.067,0.371,0.093,0.424,0.11,0.386,0.21,0.451,NA,,,K-5,7,City,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,450,Green Bay Area Public,Northeast Wisconsin School of Innovation,48.8,Meets Few Expectations,7,12,High School,264,19166,0.061,0.011,0.148,0.458,0,0.246,0.076,0.11,0.716,0.246,NA,0.023,8.1,9.8,6.4,53.7,50.8,56.5,NA,NA,NA,NA,NA,NA,47.3,19.8,74.7,NA,NA,NA,59.9,53.6,66,66,83.3,91.2,NA,NA,52.5,0.663,0.693,SwD,0.5,SwD,0.536,0.08,0.72,NA,0.2,NA,0.408,NA,0.382,0,0.389,0.029,0.335,0.017,0.375,0.033,0.34,NA,,,6-12,7,City,Green Bay,Public school,Yes,NA,No,Public - All Students
2021-22,2289,540,Green Bay Area Public,Preble High,61.7,Meets Expectations,9,12,High School,2055,19166,0.018,0.07,0.053,0.351,0,0.476,0.032,0.109,0.43,0.207,NA,0.005,40.4,41.2,39.6,67.9,56.5,79.3,55.9,5.7,75.5,51.8,91.6,NA,81.9,69.3,94.4,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.94,0.942,Amer Indian,0.76,Amer Indian,0.8,0.21,0.324,0.267,0.2,0.252,0.408,0.281,0.375,0.231,0.392,0.226,0.339,0.234,0.388,0.235,0.34,NA,,,9-12,7,City,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,160,Green Bay Area Public,Red Smith K-8,65.5,Meets Expectations,K4,8,Elementary/Secondary School,856,19166,0.008,0.063,0.053,0.157,0.002,0.667,0.05,0.116,0.318,0.088,NA,0.005,56.1,56.5,55.7,70.8,67.9,73.6,53.4,15.4,64.1,71.4,NA,87.7,82.8,87.6,NA,93.3,53.3,50.9,59.5,59.8,66,66,87.8,NA,94,57,52.5,0.976,0.976,SwD,0.857,SwD,0.857,0.271,0.229,0.25,0.25,0.355,0.405,0.442,0.428,0.296,0.379,0.26,0.377,0.349,0.374,0.394,0.393,NA,,,K-8,7,City,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,600,Green Bay Area Public,Southwest High,54.3,Meets Few Expectations,9,12,High School,1123,19166,0.087,0.051,0.099,0.139,0.002,0.537,0.085,0.174,0.436,0.085,NA,0.052,44.2,46.6,41.7,50.8,47,54.6,45.3,6.5,62.2,56.3,90.4,NA,82.4,71.5,93.2,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.867,0.869,Amer Indian,0.721,Amer Indian,0.735,0.206,0.328,0.267,0.2,0.306,0.408,0.294,0.375,0.225,0.392,0.199,0.339,0.279,0.388,0.247,0.34,NA,,,9-12,7,City,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,590,Green Bay Area Public,Sullivan Elementary,55.4,Meets Few Expectations,K4,5,Elementary School,634,19166,0.017,0.063,0.076,0.604,0,0.158,0.082,0.192,0.801,0.506,NA,0,35.3,30.9,39.7,50.8,41.3,60.3,52.2,7.2,64.1,75.2,NA,90.4,70.9,73.9,NA,86.7,33.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.99,0.987,SwD,0.959,SwD,0.959,0.05,0.45,0.25,0.25,0.19,0.404,0.242,0.468,0.117,0.371,0.17,0.424,0.135,0.386,0.241,0.451,NA,,,K-5,7,City,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,640,Green Bay Area Public,Tank Elementary,44.6,Fails to Meet Expectations,K4,5,Elementary School,165,19166,0.03,0.079,0.182,0.521,0,0.127,0.061,0.176,0.836,0.467,NA,0.036,36.1,34.1,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.9,76.5,NA,85.1,26.2,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.989,0.989,Hispanic,0.982,Hispanic,0.982,0.75,NA,NA,0.25,0.165,0.404,0.23,0.468,0.138,0.371,0.06,0.424,0.169,0.386,0.21,0.451,NA,,,K-5,7,City,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,660,Green Bay Area Public,Washington Middle,36.1,Fails to Meet Expectations,6,8,Middle School,724,19166,0.037,0.052,0.17,0.474,0.001,0.207,0.058,0.17,0.765,0.268,NA,0.003,22.3,27.1,17.4,32.8,35.6,29.9,22.4,3,47,46,NA,69.7,58.3,60.7,NA,78.2,NA,13.5,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.933,0.928,Amer Indian,0.731,Amer Indian,0.615,0.05,0.45,0.25,0.25,0.138,0.407,0.096,0.388,0.132,0.387,0.043,0.331,0.101,0.362,0.065,0.339,NA,,,6-8,7,City,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,680,Green Bay Area Public,Webster Elementary,71.2,Exceeds Expectations,K4,5,Elementary School,290,19166,0.007,0.079,0.041,0.155,0,0.628,0.09,0.19,0.455,0.076,NA,0.031,63.5,58.9,68,67.9,66,69.8,NA,NA,NA,NA,NA,NA,85.7,90.1,NA,93.8,60.8,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.961,0.961,White,0.95,White,0.95,0.27,0.48,NA,0.25,0.419,0.404,0.572,0.468,0.318,0.371,0.327,0.424,0.443,0.386,0.547,0.451,NA,,,K-5,7,Suburb,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,700,Green Bay Area Public,Wequiock Elementary,80.6,Exceeds Expectations,K4,5,Elementary School,105,19166,0.01,0.01,0,0.038,0,0.914,0.029,0.124,0.152,0,NA,0.01,79.8,72.2,87.3,70.8,66,75.5,NA,NA,NA,NA,NA,NA,89.4,94.6,NA,97.4,63.2,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.573,0.177,NA,0.25,0.552,0.404,0.628,0.468,0.478,0.371,0.5,0.424,0.563,0.386,0.813,0.451,NA,,,K-5,7,Rural,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,720,Green Bay Area Public,West High,58.1,Meets Expectations,9,12,High School,800,19166,0.055,0.1,0.144,0.224,0.001,0.399,0.078,0.219,0.681,0.115,NA,0.021,29.7,33.5,25.8,62.2,54.6,69.8,46.1,4.3,71.7,44.6,76.5,NA,71.8,58.4,85.2,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.854,0.854,Amer Indian,0.676,Amer Indian,0.676,0.053,0.48,0.267,0.2,0.19,0.408,0.183,0.375,0.12,0.392,0.088,0.339,0.169,0.388,0.108,0.34,NA,,,9-12,7,City,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,2289,730,Green Bay Area Public,Wilder Elementary,70.8,Exceeds Expectations,K4,5,Elementary School,413,19166,0.01,0.153,0.024,0.395,0,0.373,0.046,0.145,0.484,0.339,NA,0.01,49.8,44.6,54.9,78.4,64.1,92.6,64.3,13.9,72.7,86,NA,87.6,80.5,87.7,NA,92.8,41.5,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.995,0.995,SwD,0.971,SwD,0.971,0.161,0.339,0.25,0.25,0.29,0.404,0.39,0.468,0.236,0.371,0.212,0.424,0.243,0.386,0.405,0.451,NA,,,K-5,7,City,Green Bay,Public school,No,NA,No,Public - All Students
2021-22,NA,1371,Green Bay Trinity Lutheran School,Green Bay Trinity Lutheran School,NA,NR-DATA,K4,8,Elementary School,28,NA,0,0,0.071,0,0,0.929,0,0,0,0,0.252,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0.391,0.405,0.347,0.428,0.434,0.379,0.261,0.377,0.23,0.374,0.269,0.393,NA,,Insufficient data to produce a score,K-8,7,NA,Green Bay,Private school,No,NA,No,Private - Choice Students
2021-22,2310,20,Green Lake,Green Lake Elementary,78.1,Exceeds Expectations,K4,6,Elementary School,167,323,0,0.012,0,0.036,0,0.934,0.018,0.12,0.401,0,NA,0.323,72.1,70.9,73.3,76.5,67.9,85,NA,NA,NA,NA,NA,NA,88.7,91.8,NA,96,68.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.324,0.426,NA,0.25,0.559,0.404,0.559,0.468,0.487,0.371,0.561,0.424,0.421,0.386,0.506,0.451,NA,,,K-5,6,Rural,Green Lake,Public school,No,NA,No,Public - All Students
2021-22,2310,40,Green Lake,Green Lake High,63.1,Meets Expectations,7,12,High School,156,323,0.006,0.013,0,0.032,0,0.91,0.038,0.179,0.308,0,NA,0.333,56.5,64.5,48.5,58.4,66,50.8,56,14.5,62.2,83.4,NA,93.1,81.8,90,93.7,NA,NA,41.7,59.9,53.6,66,66,83.3,91.2,NA,NA,52.5,0.984,0.992,Econ Disadv,0.95,Econ Disadv,0.975,0.278,0.222,0.25,0.25,0.538,0.408,0.378,0.382,0.443,0.389,0.327,0.335,0.379,0.375,0.25,0.34,NA,,,6-12,6,Rural,Green Lake,Public school,No,NA,No,Public - All Students
2021-22,2296,40,Greendale,Canterbury Elementary,81.1,Exceeds Expectations,PK,5,Elementary School,366,2673,0,0.041,0.003,0.142,0,0.751,0.063,0.142,0.208,0.055,NA,0.066,82.3,76.1,88.5,77.4,85,69.8,73.8,39,70.8,88.9,NA,93.3,89,93.1,NA,94.9,68.8,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.995,0.995,Hispanic,0.958,Hispanic,0.958,0.345,0.155,0.25,0.25,0.562,0.404,0.711,0.468,0.465,0.371,0.599,0.424,0.566,0.386,0.622,0.451,NA,,,K-5,1,Suburb,Greendale,Public school,No,NA,No,Public - All Students
2021-22,2296,50,Greendale,College Park Elementary,84.9,Significantly Exceeds Expectations,KG,5,Elementary School,265,2673,0,0.072,0.023,0.189,0,0.653,0.064,0.113,0.291,0.106,NA,0.083,93.1,88.1,98.1,67.9,79.3,56.5,NA,NA,NA,NA,NA,NA,92.3,92.2,NA,94.6,88.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.993,0.985,White,0.989,Econ Disadv,0.976,0.434,0.316,NA,0.25,0.64,0.404,0.72,0.468,0.582,0.371,0.725,0.424,0.695,0.386,0.732,0.451,NA,,,K-5,1,Suburb,Greendale,Public school,No,NA,No,Public - All Students
2021-22,2296,60,Greendale,Greendale High,75.8,Exceeds Expectations,9,12,High School,948,2673,0.002,0.045,0.018,0.164,0.001,0.719,0.051,0.104,0.228,0.032,NA,0.135,70.9,73.8,68,74.6,62.2,86.9,70.8,27,75.5,87.3,83.8,NA,92.4,93.5,91.3,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.973,0.973,SwD,0.93,SwD,0.93,0.353,0.18,0.267,0.2,0.547,0.408,0.567,0.375,0.493,0.392,0.431,0.339,0.486,0.388,0.394,0.34,NA,,,9-12,1,Suburb,Greendale,Public school,No,NA,No,Public - All Students
2021-22,2296,80,Greendale,Greendale Middle,71.6,Exceeds Expectations,6,8,Middle School,616,2673,0,0.052,0.036,0.157,0,0.677,0.078,0.123,0.265,0.063,NA,0.067,69.9,76.2,63.6,71.7,79.3,64.1,59.1,26.3,63.2,80.1,NA,89,86.3,90.7,NA,93.5,NA,63,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.984,0.982,SwD,0.938,SwD,0.938,0.307,0.193,0.25,0.25,0.564,0.407,0.489,0.388,0.462,0.387,0.346,0.331,0.504,0.362,0.491,0.339,NA,,,6-8,1,Suburb,Greendale,Public school,No,NA,No,Public - All Students
2021-22,2296,100,Greendale,Highland View Elementary,79.3,Exceeds Expectations,PK,5,Elementary School,377,2673,0,0.061,0.021,0.149,0,0.7,0.069,0.178,0.308,0.109,NA,0.103,71.8,70,73.5,83.1,96.4,69.8,76.3,24.7,79.3,90.3,NA,91.9,87.2,91.5,NA,94.5,64.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.979,0.979,SwD,0.939,SwD,0.939,0.278,0.222,0.25,0.25,0.507,0.404,0.602,0.468,0.5,0.371,0.444,0.424,0.5,0.386,0.521,0.451,NA,,,K-5,1,Suburb,Greendale,Public school,No,NA,No,Public - All Students
2021-22,2303,60,Greenfield,Edgewood Elementary,82.8,Exceeds Expectations,K4,5,Elementary School,287,3392,0,0.185,0.045,0.223,0,0.509,0.038,0.164,0.47,0.122,NA,0.063,67.3,62.4,72.2,84.1,81.2,86.9,87.7,30.9,88.8,90.9,NA,94.4,86.6,94.4,NA,95.2,53.6,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.17,0.33,0.25,0.25,0.383,0.404,0.47,0.468,0.426,0.371,0.468,0.424,0.371,0.386,0.56,0.451,NA,,,K-5,1,Suburb,Greenfield,Public school,No,NA,No,Public - All Students
2021-22,2303,80,Greenfield,Elm Dale Elementary,69.2,Meets Expectations,K4,5,Elementary School,471,3392,0.002,0.136,0.057,0.195,0.006,0.558,0.045,0.138,0.399,0.119,NA,0.055,67.1,66.6,67.5,63.2,62.2,64.1,58.8,24.1,59.4,89.5,NA,94.1,88.4,93.8,NA,95.4,63.6,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.995,0.991,SwD,0.971,SwD,0.941,0.217,0.283,0.25,0.25,0.467,0.404,0.462,0.468,0.491,0.371,0.418,0.424,0.439,0.386,0.466,0.451,NA,,,K-5,1,Suburb,Greenfield,Public school,No,NA,No,Public - All Students
2021-22,2303,100,Greenfield,Glenwood Elementary,70.8,Exceeds Expectations,K4,5,Elementary School,306,3392,0,0.075,0.023,0.33,0,0.5,0.072,0.105,0.49,0.124,NA,0.098,54.7,58.7,50.6,69.8,81.2,58.4,68.4,27.5,68.9,90.7,NA,92.7,84.6,91,NA,93.9,53.2,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.157,0.343,0.25,0.25,0.403,0.404,0.29,0.468,0.393,0.371,0.241,0.424,0.309,0.386,0.25,0.451,NA,,,K-5,1,Suburb,Greenfield,Public school,No,NA,No,Public - All Students
2021-22,2303,120,Greenfield,Greenfield High,56.5,Meets Few Expectations,9,12,High School,1135,3392,0.01,0.069,0.048,0.271,0.005,0.537,0.061,0.107,0.5,0.05,NA,0.176,46.5,52.7,40.2,49.9,66,33.7,46.5,10.2,56.5,80.6,84.7,NA,90,88,92,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.971,0.972,SwD,0.895,SwD,0.895,0.16,0.373,0.267,0.2,0.312,0.408,0.261,0.375,0.297,0.392,0.221,0.339,0.318,0.388,0.214,0.34,NA,,,9-12,1,Suburb,Greenfield,Public school,No,NA,No,Public - All Students
2021-22,2303,130,Greenfield,Greenfield Middle,63.7,Meets Expectations,6,8,Middle School,742,3392,0.007,0.07,0.053,0.305,0.004,0.495,0.067,0.098,0.445,0.075,NA,0.121,48.8,53.8,43.8,59.4,58.4,60.3,57,11.7,61.3,91,NA,96,87.1,94.8,NA,96.8,NA,52.1,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.991,0.987,Asian,0.964,SwD,0.962,0.187,0.313,0.25,0.25,0.32,0.407,0.352,0.388,0.316,0.387,0.239,0.331,0.288,0.362,0.185,0.339,NA,,,6-8,1,Suburb,Greenfield,Public school,No,NA,No,Public - All Students
2021-22,2303,160,Greenfield,Maple Grove Elementary,61.4,Meets Expectations,K4,5,Elementary School,451,3392,0.011,0.055,0.038,0.295,0,0.494,0.106,0.166,0.492,0.086,NA,0.173,53,54,52,57.5,58.4,56.5,48.7,12.3,53.7,89.2,NA,91,84.7,91.3,NA,94.1,52.9,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.99,0.99,SwD,0.939,SwD,0.939,0.155,0.345,0.25,0.25,0.371,0.404,0.314,0.468,0.328,0.371,0.289,0.424,0.363,0.386,0.353,0.451,NA,,,K-5,1,Suburb,Greenfield,Public school,No,NA,No,Public - All Students
2021-22,2394,40,Greenwood,Greenwood Elementary,83.4,Significantly Exceeds Expectations,K4,6,Elementary School,191,364,0.01,0,0.026,0.037,0,0.927,0,0.188,0.45,0,NA,0.031,76.7,68.5,84.9,86.9,81.2,92.6,NA,NA,NA,NA,NA,NA,84.3,88.5,NA,91.9,60.6,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.98,0.98,Econ Disadv,0.976,Econ Disadv,0.976,0.275,0.475,NA,0.25,0.537,0.404,0.658,0.468,0.395,0.371,0.655,0.424,0.36,0.386,0.629,0.451,NA,,,K-5,10,Rural,Greenwood,Public school,No,NA,No,Public - All Students
2021-22,2394,60,Greenwood,Greenwood High,59.2,Meets Expectations,7,12,High School,171,364,0.012,0,0,0.047,0,0.918,0.023,0.135,0.462,0,NA,0.035,55.1,57.4,52.8,48,47,48.9,50.9,16.2,50.8,93,100,NA,85,91.7,95.9,NA,NA,49.6,59.9,53.6,66,66,83.3,91.2,NA,NA,52.5,0.965,0.965,SwD,0.833,SwD,0.833,0.175,0.325,0.25,0.25,0.415,0.408,0.474,0.382,0.329,0.389,0.294,0.335,0.301,0.375,0.256,0.34,NA,,,6-12,10,Rural,Greenwood,Public school,No,NA,No,Public - All Students
2021-22,2415,100,Gresham,Gresham Elementary,50.5,Meets Few Expectations,K4,5,Elementary School,134,282,0.239,0.007,0,0.052,0,0.485,0.216,0.164,0.53,0,NA,0.164,50.7,46.3,55.1,34.7,35.6,33.7,NA,NA,NA,NA,NA,NA,85.6,91.1,NA,96.3,53.1,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.195,0.555,NA,0.25,0.23,0.404,0.377,0.468,0.326,0.371,0.409,0.424,0.268,0.386,0.286,0.451,NA,,,K-5,8,Rural,Gresham,Public school,No,NA,No,Public - All Students
2021-22,2415,400,Gresham,Gresham High,62.9,Meets Expectations,6,12,High School,148,282,0.324,0,0,0.061,0,0.412,0.203,0.25,0.628,0,NA,0.236,37.8,43.8,31.9,67.9,79.3,56.5,53.1,9.8,67,69.2,NA,86.5,70.5,75.1,NA,88.6,NA,25,59.9,53.6,66,66,83.3,NA,92.5,NA,52.5,0.968,0.96,SwD,0.944,SwD,0.917,0.065,0.435,0.25,0.25,0.22,0.408,0.169,0.382,0.2,0.389,0.105,0.335,0.22,0.375,0.158,0.34,NA,,,6-12,8,Rural,Gresham,Public school,No,NA,No,Public - All Students
2021-22,NA,1731,Guidance Academy,Guidance Academy,84.7,Significantly Exceeds Expectations,K4,11,Elementary/Secondary School,231,NA,0,0.558,0.247,0.004,0,0.182,0.009,0,0.874,0.567,0.892,0,45.2,48.5,41.9,90.7,96.4,85,84.6,14.7,92.6,NA,NA,91.3,81.7,NA,NA,94.4,38.6,23.2,59.6,57.7,66,66,85.7,NA,93.2,57,52.5,0.98,0.987,Asian,0.975,Black,0.975,0.05,0.45,0.25,0.25,0.318,0.407,0.391,0.41,0.227,0.384,0.127,0.364,0.288,0.379,0.259,0.375,NA,,,K-12,1,NA,South Milwaukee,Private school,No,NA,No,Private - Choice Students
2021-22,NA,840,Hales Corners Lutheran Schools,Hales Corners Lutheran Schools,NA,NR-DATA,K4,8,Elementary School,155,NA,0.013,0.019,0.084,0.174,0.006,0.684,0.019,0.045,0.181,0.006,0.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.5,59.8,66,66,87.8,NA,94,57,52.5,0.188,0.188,White,0.169,White,0.169,NA,NA,NA,NA,0.333,0.405,0.222,0.428,0.251,0.379,0.313,0.377,0.188,0.374,0.438,0.393,NA,,Insufficient data to produce a score,K-8,1,NA,Hales Corners,Private school,No,NA,No,Private - Choice Students
2021-22,2420,40,Hamilton,Hamilton High,76.6,Exceeds Expectations,9,12,High School,1532,5007,0.001,0.076,0.03,0.066,0.002,0.783,0.042,0.074,0.132,0.01,NA,0.028,80.4,79.7,81,67,54.6,79.3,61.5,31.5,61.3,81.3,96.2,NA,94.1,90.1,98.1,NA,NA,NA,59.8,53.6,66,66,81.1,91.2,NA,NA,NA,0.969,0.969,SwD,0.864,SwD,0.864,0.422,0.112,0.267,0.2,0.627,0.408,0.605,0.375,0.557,0.392,0.542,0.339,0.581,0.388,0.569,0.34,NA,,,9-12,1,Suburb,Sussex,Public school,No,NA,No,Public - All Students
2021-22,2420,60,Hamilton,Lannon Elementary,86.6,Significantly Exceeds Expectations,KG,4,Elementary School,314,5007,0,0.121,0.019,0.061,0,0.774,0.025,0.086,0.137,0.013,NA,0.07,91.5,85.1,97.9,58.4,64.1,52.7,NA,NA,NA,NA,NA,NA,93.4,95.7,NA,96.3,83,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,1,1,NA,NA,NA,NA,0.588,0.162,NA,0.25,0.657,0.404,0.826,0.468,0.577,0.371,0.772,0.424,0.629,0.386,0.709,0.451,NA,,,K-5,1,Suburb,Lannon,Public school,No,NA,No,Public - All Students
2021-22,2420,100,Hamilton,Maple Avenue Elementary,91.4,Significantly Exceeds Expectations,KG,4,Elementary School,363,5007,0,0.113,0.014,0.044,0.003,0.785,0.041,0.105,0.135,0.011,NA,0.019,96.1,92.1,100,69.8,73.6,66,NA,NA,NA,NA,NA,NA,94.3,94.7,NA,96.5,89.3,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.987,0.987,Asian,0.958,Asian,0.958,0.59,0.16,NA,0.25,0.699,0.404,0.785,0.468,0.707,0.371,0.805,0.424,0.694,0.386,0.8,0.451,NA,,,K-5,1,Suburb,Sussex,Public school,No,NA,No,Public - All Students
2021-22,2420,120,Hamilton,Marcy Elementary,93.2,Significantly Exceeds Expectations,KG,4,Elementary School,523,5007,0.002,0.21,0.042,0.057,0,0.631,0.057,0.109,0.117,0.046,NA,0.019,97.8,95.5,100,69.8,77.4,62.2,NA,NA,NA,NA,NA,NA,95.5,96,NA,97.1,91.3,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.996,0.996,White,0.993,White,0.993,0.608,0.142,NA,0.25,0.802,0.404,0.859,0.468,0.739,0.371,0.838,0.424,0.708,0.386,0.795,0.451,NA,,,K-5,1,Rural,Menomonee Falls,Public school,No,NA,No,Public - All Students
2021-22,2420,200,Hamilton,Silver Spring Intermediate,77.7,Exceeds Expectations,5,6,Middle School,729,5007,0.003,0.092,0.03,0.053,0.001,0.783,0.037,0.102,0.123,0.015,NA,0.027,86.4,84.4,88.4,58.4,60.3,56.5,57.3,41.4,48.9,93.9,NA,95.8,96.4,96.1,NA,96.6,NA,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.989,0.989,SwD,0.909,SwD,0.909,0.428,0.105,0.267,0.2,NA,0.404,NA,0.468,0.604,0.371,0.7,0.424,0.639,0.386,0.648,0.451,NA,,,K-5,1,Suburb,Sussex,Public school,No,NA,No,Public - All Students
2021-22,2420,130,Hamilton,Templeton Middle,80.8,Exceeds Expectations,7,8,Middle School,741,5007,0.001,0.088,0.036,0.085,0.004,0.738,0.047,0.073,0.132,0,NA,0.023,84.9,88.8,81,72.7,86.9,58.4,66.9,37.6,64.1,87.2,NA,93,91.5,92.5,NA,95.1,NA,82.3,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.981,0.98,SwD,0.877,SwD,0.877,0.395,0.105,0.25,0.25,0.641,0.407,0.643,0.388,0.626,0.387,0.587,0.331,0.674,0.362,0.539,0.339,NA,,,6-8,1,Suburb,Sussex,Public school,No,NA,No,Public - All Students
2021-22,2420,150,Hamilton,Woodside Elementary,85.2,Significantly Exceeds Expectations,KG,4,Elementary School,540,5007,0.006,0.041,0.006,0.074,0,0.85,0.024,0.117,0.096,0.011,NA,0.017,84.8,79.5,90,71.7,77.4,66,NA,NA,NA,NA,NA,NA,92.8,97.2,NA,97,75.4,NA,59,66.1,66,66,88.7,NA,94.2,57,NA,0.996,0.996,SwD,0.971,SwD,0.971,0.629,0.121,NA,0.25,0.673,0.404,0.738,0.468,0.491,0.371,0.648,0.424,0.525,0.386,0.583,0.451,NA,,,K-5,1,Suburb,Sussex,Public school,No,NA,No,Public - All Students
2021-22,2443,20,Hartford J1,Central Middle,60.9,Meets Expectations,6,8,Middle School,567,1537,0.002,0.009,0.026,0.141,0,0.795,0.026,0.153,0.347,0.035,NA,0.041,58.4,61.8,54.9,54.6,52.7,56.5,46.1,17,50.8,80.5,NA,93.3,84.5,86.7,NA,94.5,NA,60.2,60.1,53.6,66,66,86.2,NA,93.4,NA,52.5,0.979,0.979,SwD,0.966,SwD,0.954,0.252,0.248,0.25,0.25,0.479,0.407,0.41,0.388,0.424,0.387,0.341,0.331,0.322,0.362,0.372,0.339,NA,,,6-8,6,Suburb,Hartford,Public school,No,NA,No,Public - All Students
